순번,city,gu,dong
1781,충청북도,청주시,사창동
1782,충청북도,청주시,분평동
1783,충청북도,청주시,
1784,충청북도,청주시,율량동
1785,충청북도,청주시,
1786,충청북도,진천군,
1787,제주특별자치도,서귀포시,
1788,제주특별자치도,서귀포시,
1789,제주특별자치도,서귀포시,
1790,제주특별자치도,서귀포시,색달동
1791,제주특별자치도,서귀포시,
1792,제주특별자치도,서귀포시,강정동
1793,제주특별자치도,서귀포시,
1794,제주특별자치도,서귀포시,색달동
1795,제주특별자치도,서귀포시,서귀동
1796,제주특별자치도,서귀포시,
1797,제주특별자치도,제주시,도남동
1798,제주특별자치도,제주시,
1799,제주특별자치도,제주시,외도일
1800,제주특별자치도,제주시,도련일
1801,제주특별자치도,제주시,이도이
1802,제주특별자치도,제주시,
1803,제주특별자치도,제주시,노형동
1804,제주특별자치도,제주시,
1805,제주특별자치도,제주시,일도일
1806,제주특별자치도,제주시,노형동
1807,제주특별자치도,제주시,용담삼
1808,제주특별자치도,제주시,노형동
1809,제주특별자치도,제주시,노형동
1810,제주특별자치도,제주시,노형동
1811,제주특별자치도,제주시,노형동
1812,제주특별자치도,제주시,용담삼
1813,제주특별자치도,제주시,일도이
1814,제주특별자치도,제주시,용담이
1815,세종특별자치시,다정북로,다정동
1816,세종특별자치시,한누리대로,보람동
1817,세종특별자치시,,새롬동
1818,세종특별자치시,,어진동
1819,세종특별자치시,,종촌동
1820,세종특별자치시,,
1821,세종특별자치시,금송로,가람동
1822,세종특별자치시,,어진동
1823,세종특별자치시,아름서1길,아름동
1824,세종특별자치시,노을3로,한솔동
1825,세종특별자치시,소담3로,소담동
1826,세종특별자치시,보듬7로,도담동
